REGIONAL,CELLS,Dmin1-STATUS,Dmin2-STATUS,FINAL-STATUS
12,143057-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143057-23,PASS,UNDEFINED,PASS
12,143057-33,PASS,UNDEFINED,PASS
12,143071-13,PASS,UNDEFINED,PASS
12,143071-23,PASS,UNDEFINED,PASS
12,143071-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143082-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143082-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143082-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143085-13,PASS,UNDEFINED,PASS
12,143085-23,PASS,UNDEFINED,PASS
12,143085-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143140-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143140-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143140-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143142-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143142-23,PASS,UNDEFINED,PASS
12,143142-33,PASS,UNDEFINED,PASS
12,143144-13,PASS,UNDEFINED,PASS
12,143144-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143144-33,PASS,UNDEFINED,PASS
12,143146-13,PASS,UNDEFINED,PASS
12,143146-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143146-33,PASS,UNDEFINED,PASS
12,143147-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143147-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143147-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143148-13,PASS,UNDEFINED,PASS
12,143148-23,PASS,UNDEFINED,PASS
12,143148-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143150-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143150-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143150-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143153-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143153-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143153-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143153-43,UNDEFINED,UNDEFINED,UNDEFINED
3,143157-13,UNDEFINED,UNDEFINED,UNDEFINED
3,143157-23,UNDEFINED,UNDEFINED,UNDEFINED
3,143157-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143171-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143171-23,PASS,UNDEFINED,PASS
12,143171-33,PASS,UNDEFINED,PASS
12,143208-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143208-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143208-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143213-13,PASS,UNDEFINED,PASS
12,143213-23,PASS,UNDEFINED,PASS
12,143213-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143217-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143217-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143217-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143219-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143219-23,PASS,UNDEFINED,PASS
12,143219-33,PASS,UNDEFINED,PASS
12,143220-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143220-23,PASS,UNDEFINED,PASS
12,143220-33,PASS,UNDEFINED,PASS
12,143222-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143222-23,PASS,UNDEFINED,PASS
12,143222-33,PASS,UNDEFINED,PASS
12,143223-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143223-23,PASS,UNDEFINED,PASS
12,143223-33,PASS,UNDEFINED,PASS
12,143225-13,PASS,UNDEFINED,PASS
12,143225-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143225-33,PASS,UNDEFINED,PASS
12,143227-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143227-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143227-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143236-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143236-23,PASS,UNDEFINED,PASS
12,143236-33,PASS,UNDEFINED,PASS
12,143246-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143246-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143246-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143266-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143266-23,PASS,UNDEFINED,PASS
12,143266-33,PASS,UNDEFINED,PASS
12,143268-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143268-23,PASS,UNDEFINED,PASS
12,143268-33,PASS,UNDEFINED,PASS
12,143271-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143271-23,PASS,UNDEFINED,PASS
12,143271-33,PASS,UNDEFINED,PASS
12,143278-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143278-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143278-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143280-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143280-23,PASS,UNDEFINED,PASS
12,143280-33,PASS,UNDEFINED,PASS
12,143300-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143300-23,PASS,UNDEFINED,PASS
12,143300-33,PASS,UNDEFINED,PASS
12,143301-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143301-23,PASS,UNDEFINED,PASS
12,143301-33,PASS,UNDEFINED,PASS
12,143305-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143305-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143305-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143314-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143314-23,PASS,UNDEFINED,PASS
12,143314-33,PASS,UNDEFINED,PASS
12,143337-13,PASS,UNDEFINED,PASS
12,143337-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143337-33,PASS,UNDEFINED,PASS
12,143369-13,PASS,UNDEFINED,PASS
12,143369-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143369-33,PASS,UNDEFINED,PASS
12,143375-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143375-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143375-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143381-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143381-23,PASS,UNDEFINED,PASS
12,143381-33,PASS,UNDEFINED,PASS
12,143396-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143396-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143396-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143400-13,PASS,UNDEFINED,PASS
12,143400-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143400-33,PASS,UNDEFINED,PASS
12,143407-11,PASS,UNDEFINED,PASS
12,143407-21,UNDEFINED,UNDEFINED,UNDEFINED
12,143407-31,PASS,UNDEFINED,PASS
12,143434-13,PASS,UNDEFINED,PASS
12,143434-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143434-33,PASS,UNDEFINED,PASS
12,143436-13,PASS,UNDEFINED,PASS
12,143436-23,PASS,UNDEFINED,PASS
12,143436-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143441-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143441-23,PASS,UNDEFINED,PASS
12,143441-33,PASS,UNDEFINED,PASS
12,143443-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143443-23,PASS,UNDEFINED,PASS
12,143443-33,PASS,UNDEFINED,PASS
12,143449-13,PASS,UNDEFINED,PASS
12,143449-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143449-33,PASS,UNDEFINED,PASS
12,143450-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143453-13,PASS,UNDEFINED,PASS
12,143453-23,PASS,UNDEFINED,PASS
12,143453-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143457-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143457-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143457-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143459-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143459-23,PASS,UNDEFINED,PASS
12,143459-33,PASS,UNDEFINED,PASS
12,143465-13,PASS,UNDEFINED,PASS
12,143465-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143465-33,PASS,UNDEFINED,PASS
12,143475-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143475-23,PASS,UNDEFINED,PASS
12,143475-33,PASS,UNDEFINED,PASS
12,143480-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143487-11,PASS,UNDEFINED,PASS
12,143487-21,UNDEFINED,UNDEFINED,UNDEFINED
12,143487-31,PASS,UNDEFINED,PASS
3,143488-13,UNDEFINED,UNDEFINED,UNDEFINED
3,143488-23,PASS,UNDEFINED,PASS
3,143488-33,PASS,UNDEFINED,PASS
12,143500-13,PASS,UNDEFINED,PASS
12,143500-23,PASS,UNDEFINED,PASS
12,143500-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143520-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143520-23,PASS,UNDEFINED,PASS
12,143520-33,PASS,UNDEFINED,PASS
12,143528-13,PASS,UNDEFINED,PASS
12,143528-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143528-33,PASS,UNDEFINED,PASS
12,143542-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143542-23,PASS,UNDEFINED,PASS
12,143542-33,PASS,UNDEFINED,PASS
12,143545-13,PASS,UNDEFINED,PASS
12,143545-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143545-33,PASS,UNDEFINED,PASS
12,143547-13,PASS,UNDEFINED,PASS
12,143547-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143547-33,PASS,UNDEFINED,PASS
12,143548-13,PASS,UNDEFINED,PASS
12,143548-23,PASS,UNDEFINED,PASS
12,143548-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143549-13,PASS,UNDEFINED,PASS
12,143549-23,PASS,UNDEFINED,PASS
12,143549-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143559-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143559-23,PASS,UNDEFINED,PASS
12,143559-33,PASS,UNDEFINED,PASS
12,143563-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143563-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143563-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143569-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143569-23,PASS,UNDEFINED,PASS
12,143569-33,PASS,UNDEFINED,PASS
3,143599-13,PASS,UNDEFINED,PASS
3,143599-23,PASS,UNDEFINED,PASS
3,143599-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143619-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143619-23,PASS,UNDEFINED,PASS
12,143619-33,PASS,UNDEFINED,PASS
12,143620-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143620-23,PASS,UNDEFINED,PASS
12,143620-33,PASS,UNDEFINED,PASS
12,143652-11,UNDEFINED,UNDEFINED,UNDEFINED
12,143652-21,UNDEFINED,UNDEFINED,UNDEFINED
12,143652-31,UNDEFINED,UNDEFINED,UNDEFINED
12,143652-41,UNDEFINED,UNDEFINED,UNDEFINED
12,143679-13,PASS,UNDEFINED,PASS
12,143679-23,PASS,UNDEFINED,PASS
12,143679-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143680-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143680-23,PASS,UNDEFINED,PASS
12,143680-33,PASS,UNDEFINED,PASS
12,143681-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143681-23,PASS,UNDEFINED,PASS
12,143681-33,PASS,UNDEFINED,PASS
12,143691-13,PASS,UNDEFINED,PASS
12,143691-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143691-33,PASS,UNDEFINED,PASS
12,143693-13,PASS,UNDEFINED,PASS
12,143693-23,PASS,UNDEFINED,PASS
12,143693-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143694-13,PASS,UNDEFINED,PASS
12,143694-23,PASS,UNDEFINED,PASS
12,143694-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143708-13,PASS,UNDEFINED,PASS
12,143708-23,PASS,UNDEFINED,PASS
12,143708-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143769-13,PASS,UNDEFINED,PASS
12,143769-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143769-33,PASS,UNDEFINED,PASS
12,143774-13,PASS,UNDEFINED,PASS
12,143774-23,PASS,UNDEFINED,PASS
12,143774-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143799-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143799-23,PASS,UNDEFINED,PASS
12,143799-33,PASS,UNDEFINED,PASS
12,143807-12,PASS,UNDEFINED,PASS
12,143807-22,PASS,UNDEFINED,PASS
12,143807-32,UNDEFINED,UNDEFINED,UNDEFINED
12,143872-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143872-23,PASS,UNDEFINED,PASS
12,143872-33,PASS,UNDEFINED,PASS
12,143915-13,PASS,UNDEFINED,PASS
12,143915-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143915-33,PASS,UNDEFINED,PASS
12,143918-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143918-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143918-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143928-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143928-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143928-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143938-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143938-23,PASS,UNDEFINED,PASS
12,143938-33,PASS,UNDEFINED,PASS
12,143940-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143940-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143940-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143952-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143952-23,PASS,UNDEFINED,PASS
12,143952-33,PASS,UNDEFINED,PASS
12,143956-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143956-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143956-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143965-13,PASS,UNDEFINED,PASS
12,143965-23,PASS,UNDEFINED,PASS
12,143965-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143967-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143967-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143967-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143979-13,PASS,UNDEFINED,PASS
12,143979-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143979-33,PASS,UNDEFINED,PASS
12,143996-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143996-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143996-33,UNDEFINED,UNDEFINED,UNDEFINED
12,143999-13,UNDEFINED,UNDEFINED,UNDEFINED
12,143999-23,UNDEFINED,UNDEFINED,UNDEFINED
12,143999-33,UNDEFINED,UNDEFINED,UNDEFINED
12,144034-33,PASS,UNDEFINED,PASS
12,144034-43,UNDEFINED,UNDEFINED,UNDEFINED
12,144039-13,UNDEFINED,UNDEFINED,UNDEFINED
12,144039-23,PASS,UNDEFINED,PASS
12,144039-33,PASS,UNDEFINED,PASS
12,144047-12,PASS,UNDEFINED,PASS
12,144047-13,PASS,UNDEFINED,PASS
12,144047-22,PASS,UNDEFINED,PASS
12,144047-23,PASS,UNDEFINED,PASS
12,144047-32,UNDEFINED,UNDEFINED,UNDEFINED
12,144047-33,UNDEFINED,UNDEFINED,UNDEFINED
12,144147-13,UNDEFINED,UNDEFINED,UNDEFINED
12,144147-23,PASS,UNDEFINED,PASS
12,144147-33,PASS,UNDEFINED,PASS
12,144212-12,UNDEFINED,UNDEFINED,UNDEFINED
12,144212-22,PASS,UNDEFINED,PASS
12,144212-32,PASS,UNDEFINED,PASS
12,144342-11,UNDEFINED,UNDEFINED,UNDEFINED
12,144342-21,PASS,UNDEFINED,PASS
12,144342-31,PASS,UNDEFINED,PASS
3,144379-13,PASS,UNDEFINED,PASS
3,144379-23,UNDEFINED,UNDEFINED,UNDEFINED
3,144379-33,PASS,UNDEFINED,PASS
12,144411-13,PASS,UNDEFINED,PASS
12,144411-23,UNDEFINED,UNDEFINED,UNDEFINED
12,144411-33,PASS,UNDEFINED,PASS
12,144484-12,UNDEFINED,UNDEFINED,UNDEFINED
12,144484-22,PASS,UNDEFINED,PASS
12,144484-32,PASS,UNDEFINED,PASS
12,144604-13,PASS,UNDEFINED,PASS
12,144604-23,PASS,UNDEFINED,PASS
12,144604-33,UNDEFINED,UNDEFINED,UNDEFINED
12,144678-13,UNDEFINED,UNDEFINED,UNDEFINED
12,144678-23,PASS,UNDEFINED,PASS
12,144678-33,PASS,UNDEFINED,PASS
12,145002-13,PASS,UNDEFINED,PASS
12,145002-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145002-33,PASS,UNDEFINED,PASS
12,145005-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145005-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145005-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145006-11,PASS,UNDEFINED,PASS
12,145006-21,UNDEFINED,UNDEFINED,UNDEFINED
12,145006-31,PASS,UNDEFINED,PASS
12,145007-13,PASS,UNDEFINED,PASS
12,145007-23,PASS,UNDEFINED,PASS
12,145007-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145009-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145009-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145009-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145010-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145010-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145010-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145024-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145024-23,PASS,UNDEFINED,PASS
12,145024-33,PASS,UNDEFINED,PASS
12,145027-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145027-23,PASS,UNDEFINED,PASS
12,145027-33,PASS,UNDEFINED,PASS
12,145030-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145030-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145030-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145033-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145033-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145033-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145042-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145042-23,PASS,UNDEFINED,PASS
12,145042-33,PASS,UNDEFINED,PASS
12,145044-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145044-23,PASS,UNDEFINED,PASS
12,145044-33,PASS,UNDEFINED,PASS
12,145045-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145045-23,PASS,UNDEFINED,PASS
12,145045-33,PASS,UNDEFINED,PASS
12,145048-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145048-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145048-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145051-13,PASS,UNDEFINED,PASS
12,145051-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145051-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145053-13,PASS,UNDEFINED,PASS
12,145053-23,PASS,UNDEFINED,PASS
12,145053-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145055-13,PASS,UNDEFINED,PASS
12,145055-23,PASS,UNDEFINED,PASS
12,145055-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145058-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145058-23,PASS,UNDEFINED,PASS
12,145058-33,PASS,UNDEFINED,PASS
12,145060-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145060-23,PASS,UNDEFINED,PASS
12,145060-33,PASS,UNDEFINED,PASS
12,145066-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145066-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145066-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145068-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145068-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145068-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145073-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145073-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145073-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145088-11,PASS,UNDEFINED,PASS
12,145088-21,PASS,UNDEFINED,PASS
12,145088-31,UNDEFINED,UNDEFINED,UNDEFINED
12,145099-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145099-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145099-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145100-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145100-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145100-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145101-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145101-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145101-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145102-13,PASS,UNDEFINED,PASS
12,145102-23,PASS,UNDEFINED,PASS
12,145102-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145103-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145103-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145103-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145104-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145104-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145104-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145453-13,PASS,UNDEFINED,PASS
12,145453-23,PASS,UNDEFINED,PASS
12,145453-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145603-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145603-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145603-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145608-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145608-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145608-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145609-13,PASS,UNDEFINED,PASS
12,145609-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145609-33,PASS,UNDEFINED,PASS
12,145616-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145616-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145616-33,PASS,UNDEFINED,PASS
12,145621-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145621-23,PASS,UNDEFINED,PASS
12,145621-33,PASS,UNDEFINED,PASS
12,145626-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145626-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145626-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145629-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145629-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145629-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145630-11,PASS,UNDEFINED,PASS
12,145630-21,UNDEFINED,UNDEFINED,UNDEFINED
12,145630-31,PASS,UNDEFINED,PASS
12,145631-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145631-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145631-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145632-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145632-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145632-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145634-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145634-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145634-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145642-12,PASS,UNDEFINED,PASS
12,145642-22,UNDEFINED,UNDEFINED,UNDEFINED
12,145642-32,PASS,UNDEFINED,PASS
12,145647-13,PASS,UNDEFINED,PASS
12,145647-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145647-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145648-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145648-23,PASS,UNDEFINED,PASS
12,145648-33,PASS,UNDEFINED,PASS
12,145649-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145649-23,PASS,UNDEFINED,PASS
12,145649-33,PASS,UNDEFINED,PASS
12,145650-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145650-23,PASS,UNDEFINED,PASS
12,145650-33,PASS,UNDEFINED,PASS
12,145651-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145651-23,PASS,UNDEFINED,PASS
12,145651-33,PASS,UNDEFINED,PASS
12,145658-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145658-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145658-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145659-13,PASS,UNDEFINED,PASS
12,145659-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145659-33,PASS,UNDEFINED,PASS
12,145664-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145664-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145664-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145667-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145667-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145667-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145681-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145681-23,PASS,UNDEFINED,PASS
12,145681-33,PASS,UNDEFINED,PASS
12,145686-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145686-23,PASS,UNDEFINED,PASS
12,145686-33,PASS,UNDEFINED,PASS
12,145688-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145688-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145688-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145689-13,PASS,UNDEFINED,PASS
12,145689-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145689-33,PASS,UNDEFINED,PASS
12,145694-13,PASS,UNDEFINED,PASS
12,145694-23,PASS,UNDEFINED,PASS
12,145694-33,UNDEFINED,UNDEFINED,UNDEFINED
12,145699-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145699-23,PASS,UNDEFINED,PASS
12,145699-33,PASS,UNDEFINED,PASS
12,145707-13,PASS,UNDEFINED,PASS
12,145707-23,UNDEFINED,UNDEFINED,UNDEFINED
12,145707-33,PASS,UNDEFINED,PASS
12,145714-13,UNDEFINED,UNDEFINED,UNDEFINED
12,145714-23,PASS,UNDEFINED,PASS
12,145714-33,PASS,UNDEFINED,PASS
12,145779-11,PASS,UNDEFINED,PASS
12,145779-21,PASS,UNDEFINED,PASS
12,145779-31,UNDEFINED,UNDEFINED,UNDEFINED
12,146007-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146007-23,PASS,UNDEFINED,PASS
12,146007-33,PASS,UNDEFINED,PASS
12,146009-13,PASS,UNDEFINED,PASS
12,146009-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146009-33,PASS,UNDEFINED,PASS
12,146011-13,PASS,UNDEFINED,PASS
12,146011-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146011-33,PASS,UNDEFINED,PASS
12,146012-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146012-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146012-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146015-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146015-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146015-33,UNDEFINED,UNDEFINED,UNDEFINED
