REGIONAL,CELLS,Dmin1-STATUS,Dmin2-STATUS,FINAL-STATUS
12,146018-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146018-23,PASS,UNDEFINED,PASS
12,146018-33,PASS,UNDEFINED,PASS
12,146035-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146035-22,PASS,UNDEFINED,PASS
12,146035-23,PASS,UNDEFINED,PASS
12,146040-13,PASS,UNDEFINED,PASS
12,146040-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146040-33,PASS,UNDEFINED,PASS
12,146041-13,PASS,UNDEFINED,PASS
12,146041-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146041-33,PASS,UNDEFINED,PASS
12,146042-13,PASS,UNDEFINED,PASS
12,146042-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146042-33,PASS,UNDEFINED,PASS
12,146053-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146053-23,PASS,UNDEFINED,PASS
12,146053-33,PASS,UNDEFINED,PASS
12,146059-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146059-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146059-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146060-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146060-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146060-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146074-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146074-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146074-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146091-13,PASS,UNDEFINED,PASS
12,146091-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146091-33,PASS,UNDEFINED,PASS
12,146092-13,PASS,UNDEFINED,PASS
12,146092-23,PASS,UNDEFINED,PASS
12,146092-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146097-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146097-23,PASS,UNDEFINED,PASS
12,146097-33,PASS,UNDEFINED,PASS
3,146099-13,UNDEFINED,UNDEFINED,UNDEFINED
3,146099-23,UNDEFINED,UNDEFINED,UNDEFINED
3,146099-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146105-13,PASS,UNDEFINED,PASS
12,146105-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146105-33,PASS,UNDEFINED,PASS
12,146116-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146116-23,PASS,UNDEFINED,PASS
12,146116-33,PASS,UNDEFINED,PASS
12,146118-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146118-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146118-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146119-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146119-23,PASS,UNDEFINED,PASS
12,146119-33,PASS,UNDEFINED,PASS
12,146125-13,PASS,UNDEFINED,PASS
12,146125-23,PASS,UNDEFINED,PASS
12,146125-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146130-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146130-23,PASS,UNDEFINED,PASS
12,146130-33,PASS,UNDEFINED,PASS
12,146137-13,PASS,UNDEFINED,PASS
12,146137-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146137-33,PASS,UNDEFINED,PASS
12,146142-13,PASS,UNDEFINED,PASS
12,146142-23,PASS,UNDEFINED,PASS
12,146142-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146149-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146149-23,PASS,UNDEFINED,PASS
12,146149-33,PASS,UNDEFINED,PASS
12,146158-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146158-23,PASS,UNDEFINED,PASS
12,146158-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146158-43,PASS,UNDEFINED,PASS
12,146159-13,PASS,UNDEFINED,PASS
12,146159-23,PASS,UNDEFINED,PASS
12,146159-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146161-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146161-23,PASS,UNDEFINED,PASS
12,146161-33,PASS,UNDEFINED,PASS
12,146168-13,PASS,UNDEFINED,PASS
12,146168-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146168-33,PASS,UNDEFINED,PASS
12,146177-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146177-23,PASS,UNDEFINED,PASS
12,146177-33,PASS,UNDEFINED,PASS
12,146178-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146178-23,PASS,UNDEFINED,PASS
12,146178-33,PASS,UNDEFINED,PASS
12,146185-13,PASS,UNDEFINED,PASS
12,146185-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146185-33,PASS,UNDEFINED,PASS
12,146202-13,PASS,UNDEFINED,PASS
12,146202-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146202-33,PASS,UNDEFINED,PASS
12,146248-12,PASS,UNDEFINED,PASS
12,146248-13,PASS,UNDEFINED,PASS
12,146248-22,UNDEFINED,UNDEFINED,UNDEFINED
12,146248-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146248-32,PASS,UNDEFINED,PASS
12,146248-33,PASS,UNDEFINED,PASS
12,146601-13,PASS,UNDEFINED,PASS
12,146601-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146601-33,PASS,UNDEFINED,PASS
12,146609-23,PASS,UNDEFINED,PASS
12,146609-33,PASS,UNDEFINED,PASS
12,146609-43,UNDEFINED,UNDEFINED,UNDEFINED
12,146613-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146613-23,PASS,UNDEFINED,PASS
12,146613-33,PASS,UNDEFINED,PASS
12,146614-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146614-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146614-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146615-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146615-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146615-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146625-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146625-23,PASS,UNDEFINED,PASS
12,146625-33,PASS,UNDEFINED,PASS
12,146626-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146626-23,PASS,UNDEFINED,PASS
12,146626-33,PASS,UNDEFINED,PASS
12,146638-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146638-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146638-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146648-13,PASS,UNDEFINED,PASS
12,146648-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146648-33,PASS,UNDEFINED,PASS
12,146653-13,PASS,UNDEFINED,PASS
12,146653-23,PASS,UNDEFINED,PASS
12,146653-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146657-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146657-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146657-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146660-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146660-23,PASS,UNDEFINED,PASS
12,146660-33,PASS,UNDEFINED,PASS
12,146663-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146663-23,PASS,UNDEFINED,PASS
12,146663-33,PASS,UNDEFINED,PASS
12,146671-13,PASS,UNDEFINED,PASS
12,146671-23,PASS,UNDEFINED,PASS
12,146671-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146691-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146691-23,PASS,UNDEFINED,PASS
12,146691-33,PASS,UNDEFINED,PASS
12,146701-13,PASS,UNDEFINED,PASS
12,146701-23,PASS,UNDEFINED,PASS
12,146701-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146704-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146704-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146704-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146706-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146706-23,PASS,UNDEFINED,PASS
12,146706-33,PASS,UNDEFINED,PASS
12,146712-13,PASS,UNDEFINED,PASS
12,146712-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146712-33,PASS,UNDEFINED,PASS
3,146716-13,PASS,UNDEFINED,PASS
3,146716-23,UNDEFINED,UNDEFINED,UNDEFINED
3,146716-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146732-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146732-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146732-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146741-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146741-23,PASS,UNDEFINED,PASS
12,146741-33,PASS,UNDEFINED,PASS
12,146744-13,PASS,UNDEFINED,PASS
12,146744-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146744-33,PASS,UNDEFINED,PASS
12,146750-13,PASS,UNDEFINED,PASS
12,146750-23,PASS,UNDEFINED,PASS
12,146750-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146758-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146758-23,PASS,UNDEFINED,PASS
12,146758-33,PASS,UNDEFINED,PASS
12,146765-13,PASS,UNDEFINED,PASS
12,146765-23,PASS,UNDEFINED,PASS
12,146765-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146768-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146768-23,PASS,UNDEFINED,PASS
12,146768-33,PASS,UNDEFINED,PASS
12,146781-13,PASS,UNDEFINED,PASS
12,146781-23,PASS,UNDEFINED,PASS
12,146781-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146784-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146784-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146784-33,PASS,UNDEFINED,PASS
12,146792-13,PASS,UNDEFINED,PASS
12,146792-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146792-33,PASS,UNDEFINED,PASS
12,146801-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146801-23,PASS,UNDEFINED,PASS
12,146801-33,PASS,UNDEFINED,PASS
12,146807-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146807-23,PASS,UNDEFINED,PASS
12,146807-33,PASS,UNDEFINED,PASS
12,146809-13,PASS,UNDEFINED,PASS
12,146809-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146809-33,PASS,UNDEFINED,PASS
12,146811-13,PASS,UNDEFINED,PASS
12,146811-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146811-33,PASS,UNDEFINED,PASS
12,146816-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146816-23,PASS,UNDEFINED,PASS
12,146816-33,PASS,UNDEFINED,PASS
12,146828-13,PASS,UNDEFINED,PASS
12,146828-23,PASS,UNDEFINED,PASS
12,146828-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146831-13,PASS,UNDEFINED,PASS
12,146831-23,PASS,UNDEFINED,PASS
12,146831-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146836-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146836-23,PASS,UNDEFINED,PASS
12,146836-33,PASS,UNDEFINED,PASS
12,146838-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146838-23,PASS,UNDEFINED,PASS
12,146838-33,PASS,UNDEFINED,PASS
12,146841-13,PASS,UNDEFINED,PASS
12,146841-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146841-33,PASS,UNDEFINED,PASS
3,146842-13,PASS,UNDEFINED,PASS
3,146842-23,UNDEFINED,UNDEFINED,UNDEFINED
3,146842-33,PASS,UNDEFINED,PASS
12,146843-13,PASS,UNDEFINED,PASS
12,146843-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146843-33,PASS,UNDEFINED,PASS
12,146849-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146849-23,PASS,UNDEFINED,PASS
12,146849-33,PASS,UNDEFINED,PASS
12,146855-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146855-23,PASS,UNDEFINED,PASS
12,146855-33,PASS,UNDEFINED,PASS
12,146860-13,PASS,UNDEFINED,PASS
12,146860-23,PASS,UNDEFINED,PASS
12,146860-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146863-13,PASS,UNDEFINED,PASS
12,146863-23,PASS,UNDEFINED,PASS
12,146863-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146869-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146869-23,PASS,UNDEFINED,PASS
12,146884-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146884-23,PASS,UNDEFINED,PASS
12,146884-33,PASS,UNDEFINED,PASS
12,146888-13,PASS,UNDEFINED,PASS
12,146888-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146888-33,PASS,UNDEFINED,PASS
12,146899-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146899-23,PASS,UNDEFINED,PASS
12,146899-33,PASS,UNDEFINED,PASS
12,146900-11,UNDEFINED,UNDEFINED,UNDEFINED
12,146900-21,PASS,UNDEFINED,PASS
12,146900-31,PASS,UNDEFINED,PASS
12,146916-13,UNDEFINED,UNDEFINED,UNDEFINED
12,146916-23,PASS,UNDEFINED,PASS
12,146916-33,PASS,UNDEFINED,PASS
12,146920-13,PASS,UNDEFINED,PASS
12,146920-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146920-33,PASS,UNDEFINED,PASS
12,146922-13,PASS,UNDEFINED,PASS
12,146922-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146922-33,UNDEFINED,UNDEFINED,UNDEFINED
12,146933-12,UNDEFINED,UNDEFINED,UNDEFINED
12,146933-22,PASS,UNDEFINED,PASS
12,146933-32,PASS,UNDEFINED,PASS
12,146954-13,PASS,UNDEFINED,PASS
12,146954-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146954-33,PASS,UNDEFINED,PASS
12,146991-13,PASS,UNDEFINED,PASS
12,146991-23,UNDEFINED,UNDEFINED,UNDEFINED
12,146991-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147003-13,PASS,UNDEFINED,PASS
12,147003-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147003-33,PASS,UNDEFINED,PASS
12,147004-13,PASS,UNDEFINED,PASS
12,147004-23,PASS,UNDEFINED,PASS
12,147004-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147009-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147009-23,PASS,UNDEFINED,PASS
12,147009-33,PASS,UNDEFINED,PASS
12,147024-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147024-23,PASS,UNDEFINED,PASS
12,147024-33,PASS,UNDEFINED,PASS
12,147071-13,PASS,UNDEFINED,PASS
12,147071-23,PASS,UNDEFINED,PASS
12,147071-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147079-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147079-23,PASS,UNDEFINED,PASS
12,147079-33,PASS,UNDEFINED,PASS
12,147106-13,PASS,UNDEFINED,PASS
12,147106-23,PASS,UNDEFINED,PASS
12,147106-33,PASS,UNDEFINED,PASS
12,147106-43,PASS,UNDEFINED,PASS
12,147106-53,PASS,UNDEFINED,PASS
12,147106-63,UNDEFINED,UNDEFINED,UNDEFINED
12,147121-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147121-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147121-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147122-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147122-23,PASS,UNDEFINED,PASS
12,147122-33,PASS,UNDEFINED,PASS
12,147130-12,PASS,UNDEFINED,PASS
12,147130-22,UNDEFINED,UNDEFINED,UNDEFINED
12,147130-32,PASS,UNDEFINED,PASS
12,147180-13,PASS,UNDEFINED,PASS
12,147180-23,PASS,UNDEFINED,PASS
12,147180-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147181-11,UNDEFINED,UNDEFINED,UNDEFINED
12,147181-21,UNDEFINED,UNDEFINED,UNDEFINED
12,147181-31,PASS,UNDEFINED,PASS
12,147290-11,PASS,UNDEFINED,PASS
12,147290-21,UNDEFINED,UNDEFINED,UNDEFINED
12,147290-31,PASS,UNDEFINED,PASS
12,147313-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147313-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147313-33,PASS,UNDEFINED,PASS
12,147336-13,PASS,UNDEFINED,PASS
12,147336-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147336-33,PASS,UNDEFINED,PASS
12,147352-13,PASS,UNDEFINED,PASS
12,147352-15,PASS,UNDEFINED,PASS
12,147352-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147352-25,PASS,UNDEFINED,PASS
12,147352-33,PASS,UNDEFINED,PASS
12,147352-35,UNDEFINED,UNDEFINED,UNDEFINED
12,147352-45,UNDEFINED,UNDEFINED,UNDEFINED
12,147352-55,UNDEFINED,UNDEFINED,UNDEFINED
12,147352-65,UNDEFINED,UNDEFINED,UNDEFINED
12,147389-25,PASS,UNDEFINED,PASS
12,147389-35,UNDEFINED,UNDEFINED,UNDEFINED
12,147389-55,UNDEFINED,UNDEFINED,UNDEFINED
12,147389-65,UNDEFINED,UNDEFINED,UNDEFINED
12,147391-12,PASS,UNDEFINED,PASS
12,147391-22,UNDEFINED,UNDEFINED,UNDEFINED
12,147391-32,UNDEFINED,UNDEFINED,UNDEFINED
12,147393-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147393-23,PASS,UNDEFINED,PASS
12,147393-33,PASS,UNDEFINED,PASS
12,147406-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147406-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147406-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147456-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147456-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147456-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147490-12,UNDEFINED,UNDEFINED,UNDEFINED
12,147490-22,PASS,UNDEFINED,PASS
12,147490-32,PASS,UNDEFINED,PASS
12,147530-13,PASS,UNDEFINED,PASS
12,147530-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147530-33,PASS,UNDEFINED,PASS
12,147560-13,PASS,UNDEFINED,PASS
12,147560-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147560-33,PASS,UNDEFINED,PASS
12,147625-13,PASS,UNDEFINED,PASS
12,147625-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147625-33,PASS,UNDEFINED,PASS
12,147627-13,PASS,UNDEFINED,PASS
12,147627-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147627-33,PASS,UNDEFINED,PASS
12,147648-11,PASS,UNDEFINED,PASS
12,147648-21,PASS,UNDEFINED,PASS
12,147648-31,UNDEFINED,UNDEFINED,UNDEFINED
3,147665-13,UNDEFINED,UNDEFINED,UNDEFINED
3,147665-23,PASS,UNDEFINED,PASS
3,147665-33,PASS,UNDEFINED,PASS
12,147773-13,PASS,UNDEFINED,PASS
12,147773-23,PASS,UNDEFINED,PASS
12,147773-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147853-13,PASS,UNDEFINED,PASS
12,147853-23,PASS,UNDEFINED,PASS
12,147853-33,UNDEFINED,UNDEFINED,UNDEFINED
12,147865-13,PASS,UNDEFINED,PASS
12,147865-23,PASS,UNDEFINED,PASS
12,147865-33,PASS,UNDEFINED,PASS
12,147865-43,PASS,UNDEFINED,PASS
12,147865-53,UNDEFINED,UNDEFINED,UNDEFINED
12,147865-63,PASS,UNDEFINED,PASS
12,147893-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147893-23,PASS,UNDEFINED,PASS
12,147893-33,PASS,UNDEFINED,PASS
12,147930-13,PASS,UNDEFINED,PASS
12,147930-23,UNDEFINED,UNDEFINED,UNDEFINED
12,147930-33,PASS,UNDEFINED,PASS
12,147976-11,PASS,UNDEFINED,PASS
12,147976-21,UNDEFINED,UNDEFINED,UNDEFINED
12,147976-31,PASS,UNDEFINED,PASS
12,147988-13,UNDEFINED,UNDEFINED,UNDEFINED
12,147988-23,PASS,UNDEFINED,PASS
12,147988-33,PASS,UNDEFINED,PASS
3,148001-11,PASS,UNDEFINED,PASS
3,148001-13,UNDEFINED,UNDEFINED,UNDEFINED
3,148001-21,PASS,UNDEFINED,PASS
3,148001-23,PASS,UNDEFINED,PASS
3,148001-31,UNDEFINED,UNDEFINED,UNDEFINED
3,148001-33,PASS,UNDEFINED,PASS
12,148009-13,PASS,UNDEFINED,PASS
12,148009-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148009-33,PASS,UNDEFINED,PASS
12,148011-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148011-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148011-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148012-13,PASS,UNDEFINED,PASS
12,148012-23,PASS,UNDEFINED,PASS
12,148012-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148014-13,PASS,UNDEFINED,PASS
12,148014-23,PASS,UNDEFINED,PASS
12,148014-33,UNDEFINED,UNDEFINED,UNDEFINED
3,148016-13,UNDEFINED,UNDEFINED,UNDEFINED
3,148016-23,PASS,UNDEFINED,PASS
3,148016-33,PASS,UNDEFINED,PASS
12,148027-13,PASS,UNDEFINED,PASS
12,148027-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148027-33,PASS,UNDEFINED,PASS
12,148029-13,PASS,UNDEFINED,PASS
12,148029-23,PASS,UNDEFINED,PASS
12,148029-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148033-15,PASS,UNDEFINED,PASS
12,148033-25,PASS,UNDEFINED,PASS
12,148033-35,PASS,UNDEFINED,PASS
12,148033-45,UNDEFINED,UNDEFINED,UNDEFINED
12,148033-55,PASS,UNDEFINED,PASS
12,148033-65,PASS,UNDEFINED,PASS
12,148039-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148039-23,PASS,UNDEFINED,PASS
12,148039-33,PASS,UNDEFINED,PASS
12,148040-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148040-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148040-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148054-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148054-23,PASS,UNDEFINED,PASS
12,148054-33,PASS,UNDEFINED,PASS
12,148055-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148055-23,PASS,UNDEFINED,PASS
12,148055-33,PASS,UNDEFINED,PASS
12,148057-13,PASS,UNDEFINED,PASS
12,148057-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148057-33,PASS,UNDEFINED,PASS
12,148061-13,PASS,UNDEFINED,PASS
12,148061-23,PASS,UNDEFINED,PASS
12,148061-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148072-13,PASS,UNDEFINED,PASS
12,148072-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148072-33,PASS,UNDEFINED,PASS
12,148075-13,PASS,UNDEFINED,PASS
12,148075-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148075-33,PASS,UNDEFINED,PASS
12,148084-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148084-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148084-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148100-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148100-23,PASS,UNDEFINED,PASS
12,148100-33,PASS,UNDEFINED,PASS
12,148105-13,PASS,UNDEFINED,PASS
12,148105-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148105-33,PASS,UNDEFINED,PASS
12,148109-11,PASS,UNDEFINED,PASS
12,148109-21,UNDEFINED,UNDEFINED,UNDEFINED
12,148109-31,PASS,UNDEFINED,PASS
12,148111-13,PASS,UNDEFINED,PASS
12,148111-23,PASS,UNDEFINED,PASS
12,148111-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148112-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148112-23,PASS,UNDEFINED,PASS
12,148112-33,PASS,UNDEFINED,PASS
12,148118-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148118-23,PASS,UNDEFINED,PASS
12,148118-33,PASS,UNDEFINED,PASS
12,148127-13,PASS,UNDEFINED,PASS
12,148127-23,PASS,UNDEFINED,PASS
12,148127-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148132-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148132-23,PASS,UNDEFINED,PASS
12,148132-33,PASS,UNDEFINED,PASS
12,148137-13,PASS,UNDEFINED,PASS
12,148137-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148137-33,PASS,UNDEFINED,PASS
12,148139-13,PASS,UNDEFINED,PASS
12,148139-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148139-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148601-13,PASS,UNDEFINED,PASS
12,148601-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148601-33,PASS,UNDEFINED,PASS
12,148606-13,PASS,UNDEFINED,PASS
12,148606-23,PASS,UNDEFINED,PASS
12,148606-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148609-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148609-23,PASS,UNDEFINED,PASS
12,148609-33,PASS,UNDEFINED,PASS
12,148612-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148612-23,PASS,UNDEFINED,PASS
12,148612-33,PASS,UNDEFINED,PASS
12,148616-13,PASS,UNDEFINED,PASS
12,148616-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148616-33,PASS,UNDEFINED,PASS
12,148629-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148648-13,PASS,UNDEFINED,PASS
12,148648-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148648-33,PASS,UNDEFINED,PASS
12,148666-13,PASS,UNDEFINED,PASS
12,148666-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148666-33,PASS,UNDEFINED,PASS
12,148668-13,PASS,UNDEFINED,PASS
12,148668-23,PASS,UNDEFINED,PASS
12,148668-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148674-11,UNDEFINED,UNDEFINED,UNDEFINED
12,148674-21,PASS,UNDEFINED,PASS
12,148674-31,UNDEFINED,UNDEFINED,UNDEFINED
12,148696-13,PASS,UNDEFINED,PASS
12,148696-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148696-33,PASS,UNDEFINED,PASS
12,148702-13,PASS,UNDEFINED,PASS
12,148702-23,PASS,UNDEFINED,PASS
12,148702-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148703-13,PASS,UNDEFINED,PASS
12,148703-23,PASS,UNDEFINED,PASS
12,148703-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148709-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148709-23,PASS,UNDEFINED,PASS
12,148709-33,PASS,UNDEFINED,PASS
12,148711-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148711-23,PASS,UNDEFINED,PASS
12,148711-33,PASS,UNDEFINED,PASS
12,148712-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148712-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148712-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148725-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148725-23,PASS,UNDEFINED,PASS
12,148725-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148730-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148730-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148730-33,UNDEFINED,UNDEFINED,UNDEFINED
